Denomination_ID,Denomination_Name,Denomination_Family,Founded_Year,Founded_Century,Region_Origin,Is_Active,Est_Members_Global,Description,Major_Proponents,GOD_01_Answer,GOD_01_Certainty,GOD_01_Tolerance,GOD_04_Answer,GOD_04_Certainty,GOD_04_Tolerance,SCR_01_Answer,SCR_01_Certainty,SCR_01_Tolerance,SCR_02_Answer,SCR_02_Certainty,SCR_02_Tolerance,SCR_07_Answer,SCR_07_Certainty,SCR_07_Tolerance,SCR_09_Answer,SCR_09_Certainty,SCR_09_Tolerance,SAL_03_Answer,SAL_03_Certainty,SAL_03_Tolerance,SAL_06_Answer,SAL_06_Certainty,SAL_06_Tolerance,SAL_07_Answer,SAL_07_Certainty,SAL_07_Tolerance,SAL_08_Answer,SAL_08_Certainty,SAL_08_Tolerance,SAL_14_Answer,SAL_14_Certainty,SAL_14_Tolerance,CHR_01_Answer,CHR_01_Certainty,CHR_01_Tolerance,CHR_09_Answer,CHR_09_Certainty,CHR_09_Tolerance,CHR_10_Answer,CHR_10_Certainty,CHR_10_Tolerance,CHR_13_Answer,CHR_13_Certainty,CHR_13_Tolerance,SAC_02_Answer,SAC_02_Certainty,SAC_02_Tolerance,SAC_03_Answer,SAC_03_Certainty,SAC_03_Tolerance,WOR_05_Answer,WOR_05_Certainty,WOR_05_Tolerance,WOR_06_Answer,WOR_06_Certainty,WOR_06_Tolerance,WOR_08_Answer,WOR_08_Certainty,WOR_08_Tolerance,WOR_20_Answer,WOR_20_Certainty,WOR_20_Tolerance,WOR_21_Answer,WOR_21_Certainty,WOR_21_Tolerance,ESC_02_Answer,ESC_02_Certainty,ESC_02_Tolerance,ESC_06_Answer,ESC_06_Certainty,ESC_06_Tolerance,ESC_07_Answer,ESC_07_Certainty,ESC_07_Tolerance,ETH_01_Answer,ETH_01_Certainty,ETH_01_Tolerance,ETH_05_Answer,ETH_05_Certainty,ETH_05_Tolerance,ETH_06_Answer,ETH_06_Certainty,ETH_06_Tolerance,ETH_09_Answer,ETH_09_Certainty,ETH_09_Tolerance,MET_03_Answer,MET_03_Certainty,MET_03_Tolerance,MET_04_Answer,MET_04_Certainty,MET_04_Tolerance,CHR_19_Answer,CHR_19_Certainty,CHR_19_Tolerance,Column 107
DENOM_051,Brazilian Catholic Apostolic Church (ICAB),Catholicism,1945 AD,20th,Brazil,TRUE,"~500,000",Founded by a generic Roman Catholic Bishop (Duarte Costa) excommunicated for criticizing the regime; known for lax canon law (divorce/remarriage) and mass ordinations of bishops.,Carlos Duarte Costa,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances, God foresees the future without controlling it",Leaning,Opposed,Scripture and Tradition interpreted by an official office,Certain,Discerning,"Thoughts inspired by God but wording chosen by humans, Truthful in spiritual matters but human in details",Pretty Sure,Discerning,Public revelation is closed; private guidance remains,Certain,Opposed,"A living teaching office in historic succession, The universal consensus of the ancient Church",Pretty Sure,Opposed,"A restoration of God's offended honor, A legal substitution for punishment, A victory over death and evil powers",Leaning,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Opposed,"Christ is the only Savior, but His grace may reach those who do not know Him",Pretty Sure,Discerning,"A visible, global institution and mystical body",Certain,Opposed,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,"Heartfelt sincerity within a structured service, Emotions are a valid response, but truth and order must lead",Pretty Sure,Discerning,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Not actively expected, but God may still act",Pretty Sure,Discerning,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Opposed,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Certain,Opposed,God planned or guided the process of evolution,Pretty Sure,Discerning,Permissible only under strict conditions of justice,Pretty Sure,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,"The Bible and science are both true and must be harmonized, The Bible teaches faith perfectly, using ancient concepts and worldview",Pretty Sure,Discerning,Receiving grace through the Church's sacramental life,Certain,Discerning,Never; schism is a grave sin that tears the Body of Christ,Certain,Opposed,
DENOM_052,SSPX (Society of St. Pius X),Catholicism,1970 AD,20th,Switzerland,TRUE,"~600,000","A priestly fraternity in irregular status; resists Vatican II reforms (ecumenism, religious liberty) and the New Mass; uses only the 1962 Missal; relations with Rome remain tense.",Marcel Lefebvre,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances",Not Sure,Charitable,Scripture and Tradition interpreted by an official office,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,Public revelation is closed; private guidance remains,Certain,Opposed,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Certain,Opposed,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Salvation issue,"Christ is the only Savior, but His grace may reach those who do not know Him",Certain,Opposed,"A visible, global institution and mystical body",Certain,Opposed,"Yes, an unbroken chain of bishops is required",Certain,Salvation issue,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Salvation issue,Worship must be strictly reverent and objective,Certain,Opposed,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Not actively expected, but God may still act",Certain,Opposed,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Salvation issue,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Certain,Opposed,"Six literal days and a recent, young creation, An old universe with direct, special acts of creation",Not Sure,Discerning,Permissible only under strict conditions of justice,Certain,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Receiving grace through the Church's sacramental life,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Salvation issue,
DENOM_053,Sedevacantists,Catholicism,c. 1970s AD,20th,Global,TRUE,Unknown,A diffuse movement holding that the Papal See has been vacant (sede vacante) since the death of Pius XII (1958) because subsequent Popes espoused heresy (Modernism).,"Various (e.g., Bishop Pivarunas)","One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances",Certain,Discerning,Scripture and Tradition interpreted by an official office,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,Public revelation is closed; private guidance remains,Certain,Opposed,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Certain,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Salvation issue,"Faith, active love, and participation in the sacraments",Certain,Salvation issue,"Yes, conscious faith in Christ during this life is strictly required",Certain,Opposed,"A visible, global institution and mystical body",Certain,Opposed,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Opposed,Worship must be strictly reverent and objective,Certain,Opposed,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Not actively expected, but God may still act",Certain,Opposed,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate judgment, followed by heaven or temporary purification",Certain,Salvation issue,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,"An innate moral order and conscience, guided by the Church",Certain,Opposed,"Six literal days and a recent, young creation, An old universe with direct, special acts of creation, God planned or guided the process of evolution",Certain,Charitable,Permissible only under strict conditions of justice,Certain,Opposed,"Both same-sex attraction and the acts are inherently sinful, Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Discerning,The Bible and science are both true and must be harmonized,Certain,Discerning,Receiving grace through the Church's sacramental life,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_054,Palmarian Catholic Church,Catholicism,1978 AD,20th,El Palmar de Troya (Spain),TRUE,"~1,500",A cultic schism founded by a visionary who claimed to be crowned Pope by Christ directly; claimed the Holy See moved to Spain; has its own restrictive bible and canon of saints.,Clemente Domínguez y Gómez (Gregory XVII),"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Salvation issue,Scripture plus ongoing new revelation,Certain,Salvation issue,Words dictated directly by God,Certain,Salvation issue,New Canon-Level Scripture Possible,Certain,Salvation issue,A unique messenger or governing body,Certain,Salvation issue,A restoration of God's offended honor,Certain,Salvation issue,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Salvation issue,An inward transformation requiring cooperative love and works,Certain,Salvation issue,"Faith, active love, and participation in the sacraments",Certain,Salvation issue,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A visible, global institution and mystical body",Certain,Salvation issue,"Yes, an unbroken chain of bishops is required",Certain,Salvation issue,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Salvation issue,"No, all formal leadership and teaching roles are reserved for men",Certain,Salvation issue,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Salvation issue,Worship must be strictly reverent and objective,Certain,Salvation issue,Both flat images and statues are honored and used for devotion,Certain,Salvation issue,"Not actively expected, but God may still act",Certain,Salvation issue,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Salvation issue,"No, the Church endures the entire future tribulation",Certain,Salvation issue,"Immediate judgment, followed by heaven or temporary purification",Certain,Salvation issue,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,"An innate moral order and conscience, guided by the Church",Certain,Salvation issue,"Six literal days and a recent, young creation",Certain,Salvation issue,A divinely commanded holy war to defeat God's enemies,Certain,Salvation issue,Both same-sex attraction and the acts are inherently sinful,Certain,Salvation issue,The Bible is scientifically and historically accurate as written,Certain,Salvation issue,Separating from worldly corruption to pursue strict holiness,Certain,Salvation issue,When a church officially teaches or tolerates significant doctrinal error,Certain,Salvation issue,
DENOM_055,Chinese Patriotic Catholic Association,Catholicism,1957 AD,20th,Beijing (China),TRUE,~6 Million,The government-approved body for Catholics in China; historically ordained bishops without papal mandate; technically in a complex process of reconciliation with Rome since 2018.,State Bureau of Religious Affairs,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Discerning,Scripture and Tradition interpreted by an official office,Certain,Opposed,"Words superintended by God through humans, Truthful in spiritual matters but human in details",Leaning,Discerning,Public revelation is closed; private guidance remains,Certain,Opposed,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Pretty Sure,Charitable,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Discerning,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Opposed,"Christ is the only Savior, but His grace may reach those who do not know Him",Pretty Sure,Discerning,"A visible, global institution and mystical body",Certain,Discerning,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Discerning,Worship must be strictly reverent and objective,Certain,Discerning,Both flat images and statues are honored and used for devotion,Certain,Discerning,"Not actively expected, but God may still act",Pretty Sure,Discerning,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Opposed,Honored members of the Church who intercede for us,Certain,Discerning,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Discerning,"An innate moral order and conscience, guided by the Church",Certain,Opposed,God planned or guided the process of evolution,Pretty Sure,Charitable,Permissible only under strict conditions of justice,Pretty Sure,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,"The Bible and science are both true and must be harmonized, The Bible teaches faith perfectly, using ancient concepts and worldview",Leaning,Discerning,Receiving grace through the Church's sacramental life,Certain,Discerning,Never; schism is a grave sin that tears the Body of Christ,Certain,Opposed,
DENOM_056,Catholic Charismatic Renewal (Movement),Catholicism,1967 AD,20th,USA (Duquesne Univ.),TRUE,~160 Million,"A movement within the Catholic Church emphasizing ""baptism in the Holy Spirit,"" tongues, and prophecy, similar to Pentecostalism but remaining doctrinally Catholic.","Leo Joseph Suenens, Raniero Cantalamessa","One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances",Certain,Discerning,Scripture and Tradition interpreted by an official office,Certain,Opposed,Truthful in spiritual matters but human in details,Pretty Sure,Discerning,"Public revelation is closed; private guidance remains, Prophetic gifts continue but are subject to Scripture",Certain,Discerning,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Pretty Sure,Charitable,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Discerning,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Opposed,"Christ is the only Savior, but His grace may reach those who do not know Him",Certain,Discerning,"A visible, global institution and mystical body, A communion of sacramental communities",Certain,Opposed,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Charitable,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Active today, but practiced with careful order",Certain,Opposed,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Opposed,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Certain,Opposed,God planned or guided the process of evolution,Pretty Sure,Extremely Accepting,Permissible only under strict conditions of justice,Certain,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,"The Bible teaches faith perfectly, using ancient concepts and worldview",Pretty Sure,Charitable,"Experiencing and ministering the supernatural power of the Spirit, Receiving grace through the Church's sacramental life",Certain,Discerning,Never; schism is a grave sin that tears the Body of Christ,Pretty Sure,Discerning,
DENOM_057,Opus Dei (Prelature),Catholicism,1928 AD,20th,Spain,TRUE,"~95,000","A unique structure (Personal Prelature) composed of laity and priests; focuses on ""sanctification of work"" and strict orthodox discipline; influential in business and politics.",Josemaría Escrivá,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances",Certain,Discerning,Scripture and Tradition interpreted by an official office,Certain,Opposed,"Truthful in spiritual matters but human in details, Words superintended by God through humans",Certain,Discerning,Public revelation is closed; private guidance remains,Certain,Opposed,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Certain,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Opposed,"Christ is the only Savior, but His grace may reach those who do not know Him",Certain,Discerning,"A visible, global institution and mystical body",Certain,Opposed,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Opposed,Worship must be strictly reverent and objective,Certain,Discerning,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Not actively expected, but God may still act",Certain,Discerning,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Certain,Opposed,God planned or guided the process of evolution,Certain,Discerning,Permissible only under strict conditions of justice,Certain,Charitable,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible and science are both true and must be harmonized,Certain,Discerning,Receiving grace through the Church's sacramental life,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_058,Neocatechumenal Way,Catholicism,1964 AD,20th,Madrid (Spain),TRUE,~1 Million,A catechumenate for baptized adults focused on small communities and liturgical renewal; distinct for its Saturday night extended Eucharist and tight-knit community structure.,"Kiko Argüello, Carmen Hernández","One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God secures outcomes by arranging circumstances",Certain,Discerning,Scripture and Tradition interpreted by an official office,Certain,Opposed,Truthful in spiritual matters but human in details,Certain,Discerning,Public revelation is closed; private guidance remains,Certain,Opposed,A living teaching office in historic succession,Certain,Opposed,A restoration of God's offended honor,Certain,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Opposed,"Faith, active love, and participation in the sacraments",Certain,Opposed,"Christ is the only Savior, but His grace may reach those who do not know Him",Certain,Discerning,"A visible, global institution and mystical body",Certain,Discerning,"Yes, an unbroken chain of bishops is required",Certain,Opposed,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,Heartfelt sincerity within a structured service,Certain,Discerning,Both flat images and statues are honored and used for devotion,Certain,Discerning,"Active today, but practiced with careful order",Certain,Discerning,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Certain,Opposed,"God planned or guided the process of evolution, An old universe with direct, special acts of creation",Certain,Charitable,Permissible only under strict conditions of justice,Certain,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,"The Bible teaches faith perfectly, using ancient concepts and worldview",Certain,Discerning,Receiving grace through the Church's sacramental life,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_059,Army of Mary (Community of the Lady of All Nations),Catholicism,1971 AD,20th,Quebec (Canada),TRUE,"~25,000","A mystical movement condemned by Rome; teaches that its founder is the reincarnation of the Virgin Mary and that the Trinity has been expanded to a ""Quaternity.""",Marie-Paule Giguère,,Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Opposed,Scripture plus ongoing new revelation,Certain,Salvation issue,Words superintended by God through humans,Leaning,Opposed,New Canon-Level Scripture Possible,Certain,Salvation issue,A unique messenger or governing body,Certain,Salvation issue,A restoration of God's offended honor,Pretty Sure,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Opposed,An inward transformation requiring cooperative love and works,Certain,Salvation issue,"Faith, active love, and participation in the sacraments",Certain,Salvation issue,"Yes, conscious faith in Christ during this life is strictly required",Pretty Sure,Opposed,An exclusively restored divine organization,Certain,Salvation issue,"No, true authority was lost and had to be restored",Certain,Salvation issue,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Opposed,Heartfelt sincerity within a structured service,Pretty Sure,Opposed,Both flat images and statues are honored and used for devotion,Certain,Discerning,"Active today, but practiced with careful order",Pretty Sure,Opposed,,Certain,Salvation issue,Honored members of the Church who intercede for us,Certain,Discerning,"No, tribulation is the ongoing experience of the Church",Leaning,Opposed,"Immediate judgment, followed by heaven or temporary purification",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"An innate moral order and conscience, guided by the Church",Pretty Sure,Opposed,God planned or guided the process of evolution,Leaning,Discerning,Permissible only under strict conditions of justice,Leaning,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible and science are both true and must be harmonized,Leaning,Discerning,Receiving grace through the Church's sacramental life,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_060,Liberation Theology (Movement),Catholicism,c. 1960s AD,20th,Latin America,TRUE,0,"A theological school interpreting the Gospel through the ""preferential option for the poor""; emphasizes social-political liberation from unjust economic or social conditions.","Gustavo Gutiérrez, Leonardo Boff, Oscar Romero","One God existing as three distinct, co-equal persons",Certain,Discerning,"God decrees the outcome but works through free human choices, God cannot coerce events but only lures or persuades the world",Leaning,Charitable,"Scripture as primary, informed by history and reason",Pretty Sure,Charitable,"A witness that becomes God’s word in encounter, A human record of religious experience",Pretty Sure,Discerning,Public revelation is closed; private guidance remains,Leaning,Charitable,The gathered community together,Certain,Opposed,A victory over death and evil powers,Certain,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Pretty Sure,Charitable,An inward transformation requiring cooperative love and works,Pretty Sure,Charitable,"Living an ethical and compassionate life, Faith, active love, and participation in the sacraments",Pretty Sure,Charitable,"Christ is the only Savior, but His grace may reach those who do not know Him, No, Jesus is one of many equally valid paths to God",Leaning,Discerning,A community organized for social justice and healing,Certain,Salvation issue,"Yes, it is the historic norm, though God may work outside it, No, an unbroken line of human leaders is irrelevant",Leaning,Extremely Accepting,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints, Christ alone mediates; every believer has direct access",Not Sure,Extremely Accepting,"Yes, women may be ordained to any and all offices",Pretty Sure,Discerning,"It is a means of grace that directly causes new birth and washes away sin, It is a meaningful community ritual, but not spiritually necessary",Not Sure,Extremely Accepting,Infants of believers and unbaptized converts,Leaning,Charitable,Heartfelt sincerity within a structured service,Not Sure,Extremely Accepting,"Both flat images and statues are honored and used for devotion, Art is acceptable as decoration, but not as an aid for prayer",Leaning,Extremely Accepting,"Active today, but practiced with careful order, Not actively expected, but God may still act",Leaning,Extremely Accepting,"Born without sin, Mother of God, ever-virgin, and prayed to, Mother of God, but had other children and is not prayed to",Pretty Sure,Extremely Accepting,Honored members of the Church who intercede for us,Leaning,Extremely Accepting,"No, these accounts are entirely symbolic",Certain,Opposed,"Immediate, conscious presence with God in heaven",Leaning,Charitable,A metaphor for present earthly or psychological suffering,Pretty Sure,Discerning,"The overarching principles of love, justice, and harm reduction",Certain,Discerning,God planned or guided the process of evolution,Pretty Sure,Discerning,"Permissible only under strict conditions of justice, A tragic but necessary evil to restrain greater evil",Pretty Sure,Discerning,"Full equality; same-sex marriage and ordination are fully affirmed, Same-sex attraction is a non-sinful temptation, but acts are sinful",Leaning,Charitable,The Bible contains human errors and requires critical study,Certain,Discerning,Transforming society through acts of justice and systemic change,Certain,Salvation issue,"When an institution becomes systemically oppressive, abusive, or unjust",Pretty Sure,Charitable,
DENOM_061,Folk Catholicism Movements,Catholicism,c. 1500s AD,16th,Global South,TRUE,Unknown,"The practice of ethnic/local traditions (e.g., Day of the Dead, Santería overlaps) under a Catholic veneer; often includes the veneration of ""folk saints"" not recognized by Rome.",Collective / Local Cultures,"One God existing as three distinct, co-equal persons",Certain,Discerning,God decrees the outcome but works through free human choices,Pretty Sure,Charitable,Scripture and Tradition as one inseparable authority,Pretty Sure,Discerning,Truthful in spiritual matters but human in details,Not Sure,Extremely Accepting,Public revelation is closed; private guidance remains,Certain,Charitable,A living teaching office in historic succession,Pretty Sure,Charitable,A restoration of God's offended honor,Pretty Sure,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Certain,Discerning,An inward transformation requiring cooperative love and works,Certain,Discerning,"Faith, active love, and participation in the sacraments",Certain,Discerning,"Christ is the only Savior, but His grace may reach those who do not know Him, No, Jesus is one of many equally valid paths to God",Pretty Sure,Extremely Accepting,"A visible, global institution and mystical body",Certain,Discerning,"Yes, an unbroken chain of bishops is required",Certain,Discerning,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Pretty Sure,Charitable,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Charitable,Both flat images and statues are honored and used for devotion,Certain,Opposed,"Active today, flowing freely and ecstatically",Pretty Sure,Charitable,"Born without sin, Mother of God, ever-virgin, and prayed to",Certain,Opposed,Powerful patrons who directly grant miracles and favors,Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate judgment, followed by heaven or temporary purification",Certain,Discerning,"A state of eternal, conscious separation and suffering",Pretty Sure,Charitable,"An innate moral order and conscience, guided by the Church",Pretty Sure,Charitable,God planned or guided the process of evolution,Not Sure,Extremely Accepting,Permissible only under strict conditions of justice,Not Sure,Extremely Accepting,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Pretty Sure,Charitable,"The Bible teaches faith perfectly, using ancient concepts and worldview",Not Sure,Extremely Accepting,Receiving grace through the Church's sacramental life,Certain,Discerning,Never; schism is a grave sin that tears the Body of Christ,Certain,Opposed,
